organization_id,organization_name
31456934,Kulturrouten Spaniens
31460280,Brandenburgische Gesellschaft für Kultur und Geschichte gGmbH
31460271,Kunstareal München
20411361,Kunsthalle Mannheim
31102079,Kunsthaus Zürich
31344281,Kunsthistorisches Museum Wien
31460302,"Nordrhein-Westfalen, Kunstsammlung"
31457092,Kura Botanica Hotel
31457803,Kurban Tours
31456090,KURLAND
31463578,Kur Resort Lanka AM SEE
31456278,Kurz-mal-weg.de
31464116,KUYANA AMAZON LODGE
31411137,Kvarner Health Tourism Cluster
31318055,"Kvarner, Tourismusverband der Region"
20153989,Kwando Safaris
31328127,Tourism and Promotion Department of the Executive Body of the Kyiv City Council Kyiv City State Administration
31458838,Kylemore Abbey & Garden
31459970,Kyoto City Tourism Association (DMO KYOTO)
20412308,Kyrgyz Concept
31459569,Kyrgyz Guided Tour LLC
31459578,Kyrgyz Tourism
31464746,KZ.Overseas International Travel Service
31429275,L.P. Pilgrimage
31326240,L. T. Aviana Travel
31280355,L'atelier du voyage
31464564,LA Almazara LA Organic
31463194,Labadi Beach Hotel
31173892,La Beduina Tours
31459087,La Cala Resort
31463922,LA CONCHIGLIA RESORT E SPA
31461033,"LAC VIET TRAVEL& TRADING CO., LTD - LV TRAVEL"
31464247,LA DR srl - GRAND HOTEL DE ROSE
31238053,La Flora Group
31459627,Lago di Garda Lombardia
31443067,Lago Maggiore
31461752,LAGO MAGGIORE TOURISM BOARD
31424937,Cabildo Insular de La Gomera
31458772,Lagoon View Maldives
31100273,Lahntal Tourismus Verband e.V.
31343945,Visit Lahti - LFT Lakeland Tours
31464280,Laila - A tribute portfolio resort
31463118,Laitolya Tours and Safaris Ltd
31428024,Lake Bogoria Spa Resort
31237920,Lake Nakuru Lodge
31465440,Lakesos
31464415,Lake  Village Ayurvedic  Resort
31461800,MERIDIA TOUR SRL
31457071,Lala Vineyard Glamping Resort
31412006,LALIBELA ECO TOURS - ETHIOPIA
10084409,Grand Hyatt La Manga Club & Resort
31459772,La Medusa Hotel - Dimora Di Charme
31457098,Landhuis Chobolobo
31462637,Landmark Lancaster Bangkok
31370746,Langhe Monferrato Roero Tourist Board
31143937,Langi Langi Beach Bungalows
20308429,Langkawi Development Authority - Lada
31361928,Lanka Holiday Destinations (Pvt) Ltd
31459777,Lanka Holidays. Net (Pvt)  Ltd
31460322,Lanka Sportreizen
20175716,Lanzarote Tourism Board
20235185,"La Palma, Canary Islands"
31458022,"La Perle, Al Habtoor Theater"
31458024,Lapita Dubai Parks and Resorts
31459303,Lapland North Destinations
31464774,Explore the North - Lapland View Lodge
31463058,TourToAmerica & Laranazusa
31464975,Laren Hotels
31073796,La Rioja
31348321,Larnaka Tourism Board
31426956,Aparthotel Las Dunas
31139065,Hotel Las Torres Patagonia
31141734,Las Vegas Convention and Visitors Authority
31465525,LATAM
31465414,Latc Brasil DMC
20234064,Latin American Encounter
31459137,Latin American Trips
31462403,Latin America Travel
31011987,Latin America World Inh. Dipl.-Ing. Mariana McGill
31126178,Latinconnect
31428128,Latin Travel Collection - LTC
31455452,Lato
31459072,Latventure Argentina & Chile
31237747,Latventure Ecuador
10262316,Investment and Development Agency of Latvia
31456458,Laugarvatn Fontana Geothermal baths
31303407,Laugfs Leisure Ltd.
31463826,Lázne Pramen
31464628,LB GLOBAL TURİZM LTD. ŞTİ.
31463694,LEBANON
31465466,Lebanon Tours & Travels
31141535,lebua Hotels and Resorts
31459634,LECCO LAKE TOUR
31192461,Lech Zürs Tourismus GmbH
31464698,LE DUNE SICILIY EDU SRL
31459629,Le Fucine Hotel
31429253,Legacy Hotels Chain
31406950,Legendary Peru
31073662,Legian Beach Hotel / Candi Beach Resort & Spa
31461663,Le Grand Courlan Spa Resort
31261213,Leipzig Tourismus und Marketing GmbH
31459530,Le Jadis Beach Resort & Wellness
31456776,Lekvad Travel AB
31439780,Lemax d.o.o
31462301,Le Menara Khaolak
31458485,Le Meridien Dubai Hotel & Conference Centre
31434729,Le Meridien Maldives Resort & Spa
31226214,Leonardo Hotels Group
31383503,Leonardo Hotels & Resorts Mediterranean
20177194,Leopard Beach Resort & Spa
444245,Leopard Tours Ltd.
31138169,Le Palmiste Resort and Spa
31012338,Le Passage to India Tours and Travels Pvt. Ltd.
20121855,Pearle Beach Hotels Ltd.
20430912,Leptos Calypso Hotels Ltd
31459500,Le Récif
3002452,Lernidee Erlebnisreisen GmbH
31458122,Le Royal Meridien Beach Resort & Spa
20194036,Le Saint Alexis Hotel & Spa
31348949,Let's Go Travel
31194895,Letaka Safaris
31370740,Le Terrazze di Serranova
31464804,"Letiste Praha, a. s."
31075850,Lets Go Maldives Pvt Ltd
31460341,Lets Travel Pvt Ltd
31100432,Visit Levi
31102942,Levon Travel Yerevan
20298392,Le Voyageur
31456559,LGS gGmbH
31459139,Liberty Peru & Latin America DMC
31460869,Liberty Poland DMC
31457876,Liberty Tourism Southern Africa DMC
31458598,Liburnia Hotels & Villas
31386756,Consorzio di Promozione Turistica Lidi di Chioggia
31387957,Lido Tours
31464491,LIEDA (Lasbela Industrial Estate Development Authority)
20275847,LifeClass Hotels & Spa
31463759,Lifestyle Holidays hotels & Resorts
31410513,Lifestyle Safaris & Holidays Ltd.
31457375,Lika-Senj County Tourist Board
31461993,Likemagic
31458686,Lily Hotels
31166057,Limassol Tourism Board
31459150,Lima Tours
31406318,Limburg Marketing/ LimburgGroepsuitje
31459986,LIMON Tours [ DMC Japan ]
31202888,Limtravelone di Leroal S.a.s.
31277506,Lindau Tourismus und Kongress GmbH
31461781,LINDBERGH HOTELS & RESORTS
31457237,Lindian Village Curio Collection by Hilton
31464473,"Linkedtour (Hangzhou)  Information Technology Co.,Ltd"
31464108,Link Experiences
31459210,Kinda Kanal/Visit Linköping
31406487,LionsDive Beach Resort Curacao
31463181,LIQUID AMBIENT UG & Co. KG
31457713,Lisbon Heritage Hotels
20272863,Lisbon Tourism Board
31300059,Lithuania travel
31460227,Litz Resort
31464136,Suchipakari Amazon Lodge
31461892,Liverpool FC
31463206,Living Hotel Lion's Eye Cape Town Camps Bay
20431739,Living Hotels Berlin
31460240,Living Roots Travel
31462413,Livingstone's Adventure
31301383,LIVING TOURS PORTUGAL & SPAIN
31464630,Liwango
31463280,Liwa Nights Bedouin Glamping Retreat
31459432,Lizard Island and G'Day Group
31429333,Ljubljana Castle
31465368,LK Design Hotel
31322067,"LLC ""Orient Adventure"""
31464712,LLP SKY EAGLE
31461734,Llucmajor
31442640,LMU - Lehrstuhl Wirtschaftsgeographien der Zukunft
31368704,Loberías del Sur
31433373,Local Experts Tours
31463157,local gay guide
31325832,Localista Travel
31461896,Loch Ness by Jacobite
31456612,Loevestein Castle
31322145,Logistur South American Experience DMC
31460871,Stadt Lublin / City of Lublin
31459779,LOLC Holdings PLC
31461061,SAFFRON TRAVEL
31463734,"Lopesan Costa Bavaro Resort, SPA & Casin"
31136297,Lopesan Hotel Group
31460178,Lopota Lake Resort & SPA
31457879,Lord Charles Hotel (Pty) Ltd
31322280,Lordos Hotels (Holdings) Ltd
31461712,"""Visit Armenia"" DMC & Travel"
469345,Loro Parque S.A.
31330203,Los Cabos Tourism Board
31324434,Losinj Hotels & Villas
20276911,LOT Polish Airlines
31458848,Loughview Leisure Hotels
31390916,Louis Hotels
31459910,Louisiana & New Orleans
31322463,Louis Travel Ltd
31411702,Louvre Abu Dhabi
31456041,LOUVRE HOTELS GROUP
31460613,Love Istria (Municipality of Ankaran)
31347433,Lovers Canal Cruises Tourism Group International
31303244,The Lovina Bali
20408351,Lower Silesian Tourist Organisation
31456940,Low World Travel S.L.
31462175,LTA Reiseschutz GmbH
31460134,LTD Ambassadori in Kachreti
31460100,I'm Georgia
31462928,Lübeck Air GmbH
31462054,Cavo Zoe Seaside Hotel
4003699,Lufthansa City Center International GmbH
31422255,Lufthansa Group
31187895,Lüftner Cruises
31460399,Luminalis Montenegro DMC
31136101,Luna Hotels & Resorts
31259965,Lüneburger Heide GmbH
20305743,Lusanova DMC
31458768,Lux* South Ari Atoll
31136646,Luxembourg City Tourist Office a.s.b.l. (LCTO)
31280619,Luxe Voyage DMC
31464289,Luxe Voyage (LV Holidays)
31461515,Luxor
31459498,LUX Saint Gilles
31458813,Luxurious Ireland
31457634,Luxury Tall Ship Royal Albatross
31458849,M.E.G. Travel Service Inc.
31462312,M.T.I TOURS
31463817,M2 ORGANIZASYON REK. TUR. OTO KIR. YAZ. HIZ. YAY. INS.SAN.VETIC.LTD.STI
31200454,North Macedonia Agency for promotion and support of tourism of the Republic
31386190,Macedonia Holidays
31341591,Machaba Safaris
31465310,Macondo Colombia
31464766,Hotels Kazzhol (Mac-Service LTD LLP)
31263039,MacSun-Travel doo Skopje
31456788,MacSun Travel doo Skopje
31096089,Madagascar National Tourism Board
31464469,Madagascar Airlines
31463429,Madagascar Circuits Tours
31461196,MADAGASCAR EXLUSIVE TOURS
31342674,Madagascar Land of Wonders
31458583,Madagascar Sanctuaries trading as OLOBE lodge
31463433,Madagascar Tourism Expeditions
20177191,Mada Hotels East Africa
31453694,made in 2010 Ltd
31458932,Made in Bern AG
31168423,Madeira Tourism Board
20435278,Madhya Pradesh Tourism Board
31462805,Madifushi Private Island
20304999,Madurodam B.V.
31460403,Maestral Resort & Casino
31429256,Magdala Hotel
31136825,Magdeburger Tourismusverband Elbe-Börde-Heide e.V.
31165992,Magdeburg Marketing Kongress und Tourismus GmbH
31465304,Magical Colombia DMC - Sustainable Luxury Travel
31426519,Magical Pond Nature Igloos
31465118,INDUSTRIAS HOTELERAS DEL MEDITERRANEO SL
31455001,Magic Travels
31456778,Magic Travels
31463299,Magic Travels LTD
31460283,UNESCO Welterbe Kloster Lorsch
31461899,Magna World Ltd
31139235,Magri Turismo
20280968,Maharashtra Tourism Development Corporation Ltd.
31462303,Mai Khao Lak Beach Resort & Spa
31345053,Majestic Holidays Ltd.
31463745,Majestic Resorts
31462243,Major Blue Air/Camp Mapula
31463882,Major Travel Services S.A
31455990,Makakatana Bay Lodge
31457805,Makarem Hotels
31434703,MAKE Holiday Group
31462144,Makkah Hotel & Towers
31457592,Makkah Region Development Authority
31457807,Makkah Royal Clock Tower
31010178,Makunudu Island
31462907,Makuti Tours
31187177,Málaga City Tourism Board
31464580,Malaga CF
31410522,Malagasya Travel
31301456,Malahini Kuda Bandos
20308112,Malai Adventure Sdn Bhd
31362257,Malatesta Viaggi
31412706,MALAWI DEPARTMENT OF TOURISM
31280705,Malaysian Association of Tour and Travel Agents (MATTA)
31406276,Malaysia Convention & Exhibition Bureau (MyCEB)
31298197,Malaysia Tourism Promotion Board
31161448,Maldives Marketing & Public Relations Corporation
31344210,Maldives Getaways Pvt Ltd
31349585,Malikia Resort Abu Dabbab
31323136,Malla Travel & Trek Services
20153589,Mall of America
31012906,Malocas Jungle Lodge
31460887,Malopolska Tourism Organisation
31347184,Malta Tourism Authority / Fremdenverkehrsamt Malta
31458180,"Malta, Travel Services"
31427262,Malta Marriott Hotel & Spa
31411439,Malta Tourism Authority
31137477,Manacor
20275691,Manchebo Beach Resort & Spa - Aruba
31322838,Manchester City Football Club
31457640,Mandai Wildlife Reserve
31453734,Mangia's Resorts & Clubs
20234904,Mango Bay Group Barbados
31424587,"Mangrove Beach Corendon Curacao All-Inclusive Resort, Curio by Hilton"
31458317,Manhattan Pattaya Hotel
31463144,Mannai Holidays and Inbound Tourism L.L.
31404119,www.mantiscollection.com
31143798,Manumadi Tours and Travel
31460475,Manya Africa Tours
31456827,Mapcreator BV
31462634,Maquipucuna Reserve & Ecolodge
31194105,Maradiva Villas Resort & Spa
31362279,Mara Engai lodge
31464900,Marakanda Travel
31456423,MARA Solutions GmbH
31426896,MarBella Collection
31426950,Marbella Town Hall
31013279,Marco Polo Central Asia Travel
20050904,Marco Polo Reisen GmbH
31464340,Mar del Plata
31457263,Mare A.E.
31463559,Margaritaville Beach Resort Nassau
31462987,Maribela Tour
31460617,Maribor Tourismus
31343468,Marintur Indonesia
31331202,Marismare Hotels
31456617,Maritiem Museum Rotterdam
31069237,Maritim Hotelgesellschaft mbH
31458000,Maritim Hotels Mauritius Maritim (Mauritius) Ltd Vacances Plus Ltd
31461524,Maritim Jolie Ville Resort & Casino
31137401,Marketing Manchester
31459997,Markoni MDS Ltd.
31390004,Mark Tours
31410201,Moroccan National Tourism Office (Marokkanisches Fremdenverkehrsamt)
31462316,Marrakech Travel Experts and Events
31458249,Courtyard by Marriott Hotel Chisinau
31453914,Marriott International
31462345,Casablanca Marriott Hotel
31456539,Marriott Hotels India Private Limited
31410810,Marriott International Hotels & Resorts - Egypt
31458124,"Marriott Resort Palm Jumeirah, Dubai"
20194022,"Marsman Drysdale Travel, Inc."
31460048,MARTI HOTELS
31454652,Martinique Comite du Tourisme
31192438,Martin Travel
31349976,Martsam Travel
31459636,Martulli Viaggi Tour Operator
31462847,"Maru Maru Hotel, Zanzibar"
31463110,Masailand Safari & Lodge
31458867,Jw Marriott Masai Mara Lodge
31462486,Masai Mara National Reserve
31435997,MASON
20123627,Mason's Travel Ltd.
31303429,Relais Terre di Terre - Masseria Bosco & Masseria Strazzati
31330583,Masseria Chiancone Torricella
31391422,Master Group Tour Operator
31425614,Masters Travel Service
31345154,Matembezi
31013998,Mato Grosso
31327084,Mato Grosso do Sul - Ecoturismo e Aventura
31364672,Matoke Tours
20153485,Mauly Tours & Safaris Ltd.
600555,"Mauritanie, Office National du Tourisme"
31386469,Mauritius Tourism Promotion Authority
31167841,Mauritours Ltd
31301351,Mauritshuis Koenigliche Gemäldegalerie
20406302,Mautourco Ltd
31235158,Maverick Las Vegas
31457107,Mawe Lodges
31464966,Maxico Tulum
31464487,Max Royal G
31460042,Voyage Hotels
31429290,Mayan Gateway
31462194,Mayan Princess Hotel
31277536,Maya Trails
5531590,Mayfair Hotels
20122121,Mayflower Holidays
31457239,Mazi Travel Consultants
31460888,MAZOVIAN TRAVEL
31460890,Mazurkas Travel Poland
31460892,Mazurskie Centrum Kongresowo-Wypoczynkow
31461902,Mazza Coaches
31461288,Mbalageti Serengeti
31430218,"Mbano Manor Hotel, Victoria Falls"
31301508,Mberesero Lodges & Tented Camps
31458344,Mbizi West Safaris
31429192,Mbombela Experience Tours and Safaris
31409576,MBTours
31188644,MCI The Entrepreneurial School
31459271,"Rental Alliance - McRent, rent easy, CROSSRENT"
31126172,"Mecklenburg-Vorpommern, Tourismusverband e.V."
31462963,Medaic World of Adventure
31258328,MEDER CommTech GmbH
31409578,Media Travel & Logistics
31443359,Medical Helpline Worldwide GmbH
31462164,Medical Park Berlin Humboldtmühle GmbH & Co.KG
31464387,Medical Park Hospital Group
31346285,Medical SPA Travel
31465334,Medijourn
31458032,Medine Ltd Tamarina Hotel
31464389,Medipol Mega University Hospital
31358511,Mediteran Adria d.o.o.
31283774,Mediterranea Hotel & Convention Center
31461805,MEDITERRANEAN HOSPITALITY
31457241,Mediterranean Hotels
31406972,meetago group
31458379,Meet Bayern - Business Events in Bayern
31462933,Meet Bosnia
31346897,Meet in Georgia LTD
31408188,MeetingPackage
31406973,Meeting Point International GmbH
31456108,Meet The Pacific
31462603,MEGA Mundo Estrella Galicia
31459900,MEGA T LTD
31407640,Mega Water Sports and Holidays Sdn Bhd
31460188,Megobari Tours Georgia
31462480,Meininger Hotels
31348320,meinpepp Ebel Touristik GmbH
31464197,Mela Kothi-Chambal Safari Lodge
31457938,Melia Durres
31259612,Melia Bali
31260835,Melia Hotels International - Bulgaria
337303,Meliá Hotels International S.A.
31463747,Meliá Hotels International
31365727,Hoti Hoteis Group
31431902,Meliá Ho Tram Beach Resort
31462667,Melia Koh Samui
31462669,Melia Phuket Mai Khao
31464738,Meloman Travel LLC
31044023,Melo Travel
31051407,Melsinea Viaggi - Beautiful Italian Weddings
31364469,Flughafen Memmingen GmbH
31464379,Mendoza
31461545,Menorca
31254388,"Editora Mercado&Eventos, Ltda"
31460032,Mercan DMC
31458491,Mercure Barsha Heights Suites Suites and Apartments
31460130,Mercure Tbilisi & Swissotel Tbilisi & ibis styles Tbilisi /ACCOR
5531906,Ebix Travel & Holiday Ltd
31459092,Meridional Events
31136689,"Pelangi Beach Resort & Spa, Langkawi"
31456631,Merlin Entertainments Amsterdam
31463152,"Mertel, S. R. O."
31457051,Merusaka Nusa Dua
au0017,Messe Berlin GmbH
31457243,Creta Maris Resort | TUI Magic Life Candia Maris
5532076,Metropolitan Touring
31459714,Metta Voyages company ltd.
31464576,METT Hotels
31454251,Mews
31413057,Mexcellence Travel
31426628,Mexican Caribbean
31431318,Mexico
31435425,Mexico My Trails
31435409,Mexico Touring DMC
31462724,Mexikoo
31464958,Mex Rent a Car
31460353,La Veranda Resort Phu Quoc - MGallery Hotel Collection
31460349,Legacy Yen Tu - MGallery Hotel Collection
31462671,MGallery Veranda Resort
31432666,MGM Muthu Hotels
31235160,MGM Resorts International
31463932,Mhikes
31464881,Mhukahuru Tours and Resorts
31460894,Miasto Zabrze
31350482,MIAT Mongolian Airlines
31453708,MIBAT d.o.o
31463610,MICE DESK
31040291,Michelangelo International Travel
31462674,Mida Hospitality Group (MHG)
31456850,MiFinity
31460012,MIKI TRAVEL
20190491,Miki Travel Limited
31461293,Mikumi Wilderness Camp
31459638,MILLE ED UN VIAGGIO - Incoming Tour Operator
31048539,Millennium Hotels and Resorts
31456673,Millennium & Copthorne Hotels plc
31458514,Millennium Hotels & Resorts MEA
31455329,Miller Forest Investment AG
31302699,Miller Incoming GmbH
4000063,Miller Reisen GmbH
31231463,Mille Tours S.A.
31346905,Mimino in Caucasus
31461530,MinaMark Resort & Spa - Hurghada
31053104,Minas Gerais Brasil
31458306,Visit Gozo
31457480,Ministry of Tourism - Ethiopia
31464120,Ministry of Tourism Ecuador
31126188,Minoan Lines
31458712,Minor Hotels
31462692,Minor Hotels
31460833,Minor Hotels Africa
31410506,Miracle Experience Tanzania Ltd.
31462774,Miracle Travel & Tourism
31390143,Miraggio Thermal Spa Resort
31457775,Miramare Hotels
20309515,Mirihi Island Resort
31147084,Misa Tours International
31462387,Mist Rwanda Safaris
31262692,Mitsis Hotels
31463812,Mittelböhmen
31462595,MJAir Helicopter flights & Tours.
31457998,MJ Holiday Marguery Villas and Mythic
31457245,MKS Travel Services
31464558,ML HOTELES
521175,Moby Lines Europe GmbH
31384963,Moco Museum
31459641,MODENATUR - INCOMING TOUR OPERATOR & DMC
31348744,Mode Sathorn Hotel
31143650,Modesty Tours and Safaris Ltd.
31459856,Mogador Hotels Group
31302097,Moivaro Lodges and Tented Camps
31462869,Mojatuu Zanzibar and Hakuna Majiwe Beach
31200228,"Moldova, National Inbound and Domestic Tourism Association of Moldova"
31458806,Moloney & Kelly
31435528,Molos Bay Hotel
31456752,Mona Plaza
20273030,Monarch Travel
31460383,Mondial Destination Management
31464287,MONDO IMMAGINE
5516058,MONDORF Domaine Thermal
31463147,Mondrian Doha
31454237,Mongolian Tourism Company
31138184,Mongolian Tourism Association
31329786,Monpays Tours Ethiopie
31460809,VisitMons
31464680,AL BALHARA RESORT & SPA
31463561,Mont Alb SH.P.K
31458912,Ferrovia Monte Generoso
31005515,National Tourism Organisation of Montenegro
31136048,Hotelgruppe Montenegro Stars
31408404,Montenegro Tourist Service
31329573,Monte Santo Resort
20305148,Montien hotel surawong bangkok
31464713,MONTI PALACE HOTEL
31455613,moonstride
31463924,MooVert
31279669,Morabeza
31260296,Morena Eco Resort
31459492,Morgabine Hospitality
10074435,Moroccan National Tourist Office
31408654,Mountain Adventure Trekking Pvt. Ltd.
31461013,Mountain Great Adventure Pvt. Ltd.
31408245,Mount Faber Leisure Group
20458775,Mount Irvine Bay Resort
31413302,Mövenpick BDMS Wellness Resort Bangkok
31458513,Mövenpick Hotel & Apartments Bur Dubai
31012056,Movenpick Hotels & Resorts - Jordan
31458511,Mövenpick Hotel Jumeirah Beach
31457053,Mövenpick Resort and Spa Jimbaran Bali
31461488,Movenpick Resort Al Marjan Island
31412884,Movenpick Resort Kuredhivaru Maldives
31436346,#AfricaChangeMakers - moya africa
20271545,Mozambique Tourism Authority INATUR
31388964,Mozeti Tours and Safaris Co.Ltd.
31405967,MP Hotels
31327138,MPM Hotels ltd.
31463644,MPM Travelxs Pvt Ltd
31463711,IMPRESSIVE RESORTS & SPAS
31055558,MSC Cruises
31464562,MS Hoteles
31460615,M TOURS DMC SLOVENIA
31456833,mTrip
31361612,MTS Globe Cyprus Ltd
31382799,MTS Globe Egypt
31342744,MTS Globe Malta
31428279,MTS Globe Portugal
31337885,MTS Globe Spain
31231426,MTS Globe Turkey
31442743,MTS-OTS
20430914,MTS Summertimes Travel Ltd.
31347247,Mu.Zee Museum aan de Zee Oostende
20305738,Muang Samui Spa Resort
31458352,Mukambi Safaris
31380538,Multireisen Deutschland MRD GmbH
31136135,München Tourismus
340272,München Tourismus - Munich Tourist Office
31463953,Municipality Council of Maputo
31433437,TOURIST INFORMATION CENTER
31460514,Municipality of Resen
31408436,Municipality of Silistra
31459934,Municipality of Teteven
31464780,Municipality of Ylitornio
31050060,Municipality of Varna
31324662,Muratpasa Municipality
31426271,"COSTA CÁLIDA, REGIÓN DE MURCIA"
31463068,Murwab Hotel Group
31428980,Musandam Sea Adventure Travel and Tourism
20062192,Musangano Lodge
31196653,Museion-Versand GmbH
31458918,Museo Scuola Grande San Giovanni Evangelista di Venezia
31347446,Museum Rembrandthuis
31460078,MUSEUM HOTEL ANTAKYA
31458126,Museum of the Future
31459242,Museum Reinhard Ernst
31277738,Museumsverbund im LVR
31459211,Museum Wiesbaden
31462059,Muskita Hotels Ltd
31301458,Mutiara Taman Negara
31462197,Muy'Ono Resorts
31461315,"Myanmar Polestar DMC & MICE Management Co.,Ltd"
31456094,Myanmar Tourism Federation
31259820,myclimate
31462882,My Holidays Ltd
31463846,MY ITALIAN GUIDE-SINOPIE SRL
31346745,myLike - Your own Digital Travel Guides and Mobile Concierge
31465215,MYO Hotel - Rocce Sarde / Stelle Marine
31328976,mypostcard.com GmbH
31460347,Myrate - Regionales Raten Management
31411394,Mysk al Mouj Hotel
31380167,Mystifly Global Consolidation & Technology Services Pte.Ltd.
31458547,Mystik Mountains Adventure and Holidays
31303388,www.mytaiwantour.com
31457435,Mythos Mozart Betriebs GmbH
31460972,Naankuse Ecotourism Collection
31408272,"NAC Helicopters, Cape Town"
31460895,Nadwislanska Agencja Turystyczna Sp. Z O.O.
31045563,Nahdy Travels
31463902,Namastay
31047147,Namaste Tours Pvt. Ltd.
31033486,Namibia Tourism Board
31134651,Namibia Tracks & Trails
20304182,Namibia Wildlife Resorts
31408873,Nana Hotels (Nana Golden Beach - Nana Princess)
31364853,Nandini Jungle Resort & Spa
31282298,Nanga Parbat Adventure
31013821,"Naples, Marco Island, Everglades CVB"
35011724,Comune di Napoli
31167510,Napo Wildlife Center
31199002,Nassau Paradise Island Promotion Board
31459141,Nassf Travel - B Corp
31464789,National Council for Hotel Management & Catering Technology
31461904,National Gallery
20276659,National Travel Service
31462514,NationsClassroom Tours
20271782,Native Trails GmbH & Co. KG
31329911,Naturally Namibia
31430943,Natural Selection
31390249,Natural Selection Safaris
31459002,Nature Discovery Ltd.
20306535,Nature Expeditions Africa Ltd
20306631,Naturmed Hotel Carbona**** Héviz
31329558,NAU Hotels & Resorts
31135055,Le Nautile Beach
31196444,Navarra
31462704,"Navigate Journeys Co.,Ltd."
20175352,Nazarene Tours
31461302,Ndutu Safari Lodge
31423821,NeedNect Solutions GmbH
31463472,Nemo Group
31411485,NEOM
31458549,Nepal Sanctuary Treks
20305402,Nepal Tourism Board
31443311,Neptune Hotels
31465295,Neptuno Colombia Travel
20191129,Nerja Town Hall
31464584,Nerja Holiday Rentals
31406550,Ness by D-Ocean
31462068,NESTOR HOTEL
31462519,Netizen Budapest Centre Hotel Hostel
31460677,Netstorming
31388927,New Adventure
31404123,New Frontiers Tours (Pty) Ltd
31278474,Newhotel Software
31170185,Newmark Hotels & Reserves
31462170,News Medina Reisen GmbH
31459094,Newtourvis
31329745,Newtravel Viagens e Turismo
31364778,New World Travel
31465188,NeXTfairs
31457717,NEYA Porto Hotel
31364457,Nezasa AG
31137617,Ngong Ping 360 Limited
20194312,Ngorongoro Conservation Area Authority
31461031,Nha Trang Branch - Vinpearl Joint Stock
31188466,NH Hotel Group part of Minor Hotels
31462047,NH Hotel Group visitBerlin Partnerhotel
31442698,NHL Stenden University of Applied Sciences
5533878,Niagara Helicopters Limited
20174831,Nicaragua Instituto Nicaraguense de Turismo
31456305,Niceair ehf
31337930,nicko cruises Schiffsreisen GmbH
31432872,Nicolaus Tour
31277447,Nicosia Tourism Board
31277999,Niederlande / Niederländisches Büro für Tourismus & Convention
31457423,Niederösterreich - Lower Austria
10040840,TourismusMarketing Niedersachsen GmbH
31458651,Nika Island Resort and Spa
31463930,Nilesh Gaikwad Group Pvt Ltd
31456476,Nin Tourist Board
20304118,Nippon Travel Agency Co.Ltd
31460142,Nirvana Hotels
20408189,Nirwana Pte Ltd
31304691,NIS North Incoming Services
31455447,Nitro Travel Solutions ApS
31459778,NKAR Travels and  Tours (Pvt) Ltd
31430603,Nkuringo Safaris
31350701,Noema Viaggi S.R.L
31433613,Noi Hotels
31461771,Noleggiare Car Rental Italy
31422920,Nomad Africa Tours & Safaris
31425200,Nomad Tanzania
31134874,Norbu Bhutan Travel Pvt. Ltd.
31427056,Nordic Choice Hotels
31408394,Nordic Tours A/S
31168711,Tourismus NRW e.V.
31426598,Nordsee-Tourismus Service GmbH
4003589,Nordzypern Tourismus Zentrum GmbH
31009878,Norma Vacanze
31347893,North Aegean Islands
20434831,Northern Cape Tourism Authority
31428662,Northern Norway Tourist Board
31461773,"Northern Spis - PIENINY, SLOVAKIA"
31460995,North Nepal Travel & Treks Pvt Ltd
31459328,Visit Norway
31459324,Norway´s best AS
31426089,Norway Home of Skiing AS
31405076,Boatservice Sightseeing As
31126196,Norwegian Cruise Line
31459319,Norwegian Travel
31458699,Nova Maldives
31319324,Novanta Touristic
31458296,NOVASOL
31192562,C.A.T. Company
31459564,NoviNomad Travel Company
20408671,Novotel London West
31384855,NOVUM Hospitality
31459275,NPT Norway ProTravel
31464566,NUBA Incoming
31464879,Nubian Island & Nubian Village
31457247,NUMO Hotels & Resorts
31461232,Nurai Island
31461209,Nurai Island Resort
31461523,Responsible Travel -Nuratau CBT Project
10084448,Nusa Dua Beach Hotel & Spa
31302525,Nutti Sámi Siida
31458243,Nutty's Adventures
31231284,Nvision Travel DMC Bulgaria
31463444,O.S. Tours & Travel
31278041,O&L Leisure Hotels & Lodges
31458650,Oaga Resorts
31407515,Oak Ray Hotels & Resorts
31458319,Oakwood Hotel & Residence Sri Racha
31460330,Oaky
31263736,Oasis Hotels
31458551,Oasis International Travel
31461535,Oberoi Hotels & Resorts Egypt
20407896,Oberösterreich Tourismus GmbH
31409314,OnlineBuchungService GmbH OBS
31465121,OCA HOTELS
31464010,Occidental Sharjah Grand Hotel
31459548,Ocean's Creek
31462555,OCEAN ADVICE
31457718,Oceanário de Lisboa
31433487,Ocean Diva
20308513,Ocean Five Hotel Thriller Miami Beach
31461847,Ocean Hotels Barbados
31328071,Oceania Cruises
31303550,Ocean Paradise Resort & Spa
31258633,Oceanwide Expeditions
31456910,Asociación EMPRESARIOS OCIO NOCTURNO de MADRID
20154777,Odenwald Tourismus GmbH
31465028,Odisha Tourism
31459479,Ogliastra Blue Zone
31345800,Ojha holidays Tours & Trek Pvt. Ltd.
31431629,Okavango Wilderness Safaris
31460010,Okinawa Convention & Visitors Bureau
31461829,OK MOBILITY
31463537,OADC - AKKO
31274172,Olivari Travel DMC
31279010,Olive Tree Hotel Jerusalem
31462074,OLTA TRAVEL CYPRUS LTD
31368904,Oltukai Lodge
31454057,Visit Oman
31412388,Oman Air
20434236,Oman Airports Management Company
